Running compare_preferences with the following options:
Using distance function Jensen-Shannon
Using sites [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492, 493, 494, 495, 496, 497, 498]
Running in output directory /fh/fast/bloom_j/grp/mapmuts/examples/2015_NP_homolog_comparison/compare_prefs_output/
Performing comparisons between the following pairs of groups:

Comparison #1:
Comparing Aichi/1968 previous study vs Aichi/1968 current study
Preference files for Aichi/1968 previous study: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt']
Preference files for Aichi/1968 current study: ['Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
----------------

Comparison #2:
Comparing Aichi/1968 vs PR/1934
Preference files for Aichi/1968: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt', 'Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
Preference files for PR/1934: ['PR8_replicate_1_prefs.txt', 'PR8_replicate_2_prefs.txt', 'PR8_replicate_3_prefs.txt']
----------------

Comparison #3:
Comparing PR/1934 vs HA
Preference files for PR/1934: ['PR8_replicate_1_prefs.txt_stripped', 'PR8_replicate_2_prefs.txt_stripped', 'PR8_replicate_3_prefs.txt_stripped']
Preference files for HA: ['WSN_HA_rep1_prefs.txt_stripped', 'WSN_HA_rep2_prefs.txt_stripped', 'WSN_HA_rep3_prefs.txt_stripped']
----------------

Beginning comparision: Aichi/1968 previous study vs Aichi/1968 current study
Found r_diff of 0.156911 for scaling parameter of 4.100000.
Found r_diff of 0.168593 for scaling parameter of 4.120000.
Found r_diff of 0.143405 for scaling parameter of 4.140000.
Found r_diff of 0.186102 for scaling parameter of 4.160000.
Found r_diff of 0.157878 for scaling parameter of 4.180000.
Found r_diff of 0.166039 for scaling parameter of 4.200000.
Found r_diff of 0.166727 for scaling parameter of 4.220000.
Found r_diff of 0.157072 for scaling parameter of 4.240000.
Found r_diff of 0.152589 for scaling parameter of 4.260000.
Found r_diff of 0.145453 for scaling parameter of 4.280000.
Found r_diff of 0.159499 for scaling parameter of 4.300000.
Found r_diff of 0.158265 for scaling parameter of 4.320000.
Found r_diff of 0.165806 for scaling parameter of 4.340000.
Found r_diff of 0.140750 for scaling parameter of 4.360000.
Found r_diff of 0.142270 for scaling parameter of 4.380000.
Found r_diff of 0.155177 for scaling parameter of 4.400000.
Found r_diff of 0.146329 for scaling parameter of 4.420000.
Found r_diff of 0.156119 for scaling parameter of 4.440000.
Found r_diff of 0.150382 for scaling parameter of 4.460000.
Found r_diff of 0.149010 for scaling parameter of 4.480000.
Found r_diff of 0.140519 for scaling parameter of 4.500000.
Found r_diff of 0.150393 for scaling parameter of 4.520000.
Found r_diff of 0.138927 for scaling parameter of 4.540000.
Found r_diff of 0.144207 for scaling parameter of 4.560000.
Found r_diff of 0.143362 for scaling parameter of 4.580000.
Found r_diff of 0.136446 for scaling parameter of 4.600000.
Found r_diff of 0.130629 for scaling parameter of 4.620000.
Found r_diff of 0.133361 for scaling parameter of 4.640000.
Found r_diff of 0.154426 for scaling parameter of 4.660000.
Found r_diff of 0.141764 for scaling parameter of 4.680000.
Found r_diff of 0.142394 for scaling parameter of 4.700000.
Found r_diff of 0.133852 for scaling parameter of 4.720000.
Found r_diff of 0.133757 for scaling parameter of 4.740000.
Found r_diff of 0.154615 for scaling parameter of 4.760000.
Found r_diff of 0.149827 for scaling parameter of 4.780000.
Found r_diff of 0.148085 for scaling parameter of 4.800000.
Found r_diff of 0.144958 for scaling parameter of 4.820000.
Found r_diff of 0.133429 for scaling parameter of 4.840000.
Found r_diff of 0.121440 for scaling parameter of 4.860000.
Found r_diff of 0.134319 for scaling parameter of 4.880000.
Found r_diff of 0.140391 for scaling parameter of 4.900000.
Found r_diff of 0.121007 for scaling parameter of 4.920000.
Found r_diff of 0.118154 for scaling parameter of 4.940000.
Found r_diff of 0.136348 for scaling parameter of 4.960000.
Found r_diff of 0.137301 for scaling parameter of 4.980000.
Found r_diff of 0.105657 for scaling parameter of 5.000000.
Found r_diff of 0.134712 for scaling parameter of 5.020000.
Found r_diff of 0.136386 for scaling parameter of 5.040000.
Found r_diff of 0.127822 for scaling parameter of 5.060000.
Found r_diff of 0.119764 for scaling parameter of 5.080000.
Found r_diff of 0.124926 for scaling parameter of 5.100000.
Found r_diff of 0.113119 for scaling parameter of 5.120000.
Found r_diff of 0.109787 for scaling parameter of 5.140000.
Found r_diff of 0.113053 for scaling parameter of 5.160000.
Found r_diff of 0.120593 for scaling parameter of 5.180000.
Found r_diff of 0.132600 for scaling parameter of 5.200000.
Found r_diff of 0.123599 for scaling parameter of 5.220000.
Found r_diff of 0.115186 for scaling parameter of 5.240000.
Found r_diff of 0.117095 for scaling parameter of 5.260000.
Found r_diff of 0.119304 for scaling parameter of 5.280000.
Found r_diff of 0.113476 for scaling parameter of 5.300000.
Found r_diff of 0.090337 for scaling parameter of 5.320000.
Found r_diff of 0.101831 for scaling parameter of 5.340000.
Found r_diff of 0.109606 for scaling parameter of 5.360000.
Found r_diff of 0.117198 for scaling parameter of 5.380000.
Found r_diff of 0.136705 for scaling parameter of 5.400000.
Found r_diff of 0.115252 for scaling parameter of 5.420000.
Found r_diff of 0.103437 for scaling parameter of 5.440000.
Found r_diff of 0.096071 for scaling parameter of 5.460000.
Found r_diff of 0.105262 for scaling parameter of 5.480000.
Found r_diff of 0.094387 for scaling parameter of 5.500000.
Found r_diff of 0.116866 for scaling parameter of 5.520000.
Found r_diff of 0.105406 for scaling parameter of 5.540000.
Found r_diff of 0.111054 for scaling parameter of 5.560000.
Found r_diff of 0.097930 for scaling parameter of 5.580000.
Found r_diff of 0.088073 for scaling parameter of 5.600000.
Found r_diff of 0.112144 for scaling parameter of 5.620000.
Found r_diff of 0.099928 for scaling parameter of 5.640000.
Found r_diff of 0.106134 for scaling parameter of 5.660000.
Found r_diff of 0.098136 for scaling parameter of 5.680000.
Found r_diff of 0.112307 for scaling parameter of 5.700000.
Found r_diff of 0.109238 for scaling parameter of 5.720000.
Found r_diff of 0.093200 for scaling parameter of 5.740000.
Found r_diff of 0.115342 for scaling parameter of 5.760000.
Found r_diff of 0.094810 for scaling parameter of 5.780000.
Found r_diff of 0.088844 for scaling parameter of 5.800000.
Found r_diff of 0.089386 for scaling parameter of 5.820000.
Found r_diff of 0.085500 for scaling parameter of 5.840000.
Found r_diff of 0.097861 for scaling parameter of 5.860000.
Found r_diff of 0.087707 for scaling parameter of 5.880000.
Found r_diff of 0.067997 for scaling parameter of 5.900000.
Found r_diff of 0.093315 for scaling parameter of 5.920000.
Found r_diff of 0.091169 for scaling parameter of 5.940000.
Found r_diff of 0.096680 for scaling parameter of 5.960000.
Found r_diff of 0.079221 for scaling parameter of 5.980000.
Found r_diff of 0.098614 for scaling parameter of 6.000000.
Found r_diff of 0.083277 for scaling parameter of 6.020000.
Found r_diff of 0.087108 for scaling parameter of 6.040000.
Found r_diff of 0.091225 for scaling parameter of 6.060000.
Found r_diff of 0.083912 for scaling parameter of 6.080000.
Found r_diff of 0.099880 for scaling parameter of 6.100000.
Found r_diff of 0.084605 for scaling parameter of 6.120000.
Found r_diff of 0.092420 for scaling parameter of 6.140000.
Found r_diff of 0.073747 for scaling parameter of 6.160000.
Found r_diff of 0.086315 for scaling parameter of 6.180000.
Found r_diff of 0.076866 for scaling parameter of 6.200000.
Found r_diff of 0.063384 for scaling parameter of 6.220000.
Found r_diff of 0.088572 for scaling parameter of 6.240000.
Found r_diff of 0.076473 for scaling parameter of 6.260000.
Found r_diff of 0.061070 for scaling parameter of 6.280000.
Found r_diff of 0.054105 for scaling parameter of 6.300000.
Found r_diff of 0.077735 for scaling parameter of 6.320000.
Found r_diff of 0.065989 for scaling parameter of 6.340000.
Found r_diff of 0.089516 for scaling parameter of 6.360000.
Found r_diff of 0.082730 for scaling parameter of 6.380000.
Found r_diff of 0.072909 for scaling parameter of 6.400000.
Found r_diff of 0.047566 for scaling parameter of 6.420000.
Found r_diff of 0.069046 for scaling parameter of 6.440000.
Found r_diff of 0.069521 for scaling parameter of 6.460000.
Found r_diff of 0.071415 for scaling parameter of 6.480000.
Found r_diff of 0.074051 for scaling parameter of 6.500000.
Found r_diff of 0.064778 for scaling parameter of 6.520000.
Found r_diff of 0.074854 for scaling parameter of 6.540000.
Found r_diff of 0.066321 for scaling parameter of 6.560000.
Found r_diff of 0.061668 for scaling parameter of 6.580000.
Found r_diff of 0.075095 for scaling parameter of 6.600000.
Found r_diff of 0.063768 for scaling parameter of 6.620000.
Found r_diff of 0.077539 for scaling parameter of 6.640000.
Found r_diff of 0.082820 for scaling parameter of 6.660000.
Found r_diff of 0.063690 for scaling parameter of 6.680000.
Found r_diff of 0.063080 for scaling parameter of 6.700000.
Found r_diff of 0.077704 for scaling parameter of 6.720000.
Found r_diff of 0.060943 for scaling parameter of 6.740000.
Found r_diff of 0.074956 for scaling parameter of 6.760000.
Found r_diff of 0.047188 for scaling parameter of 6.780000.
Found r_diff of 0.070053 for scaling parameter of 6.800000.
Found r_diff of 0.055247 for scaling parameter of 6.820000.
Found r_diff of 0.073032 for scaling parameter of 6.840000.
Found r_diff of 0.059096 for scaling parameter of 6.860000.
Found r_diff of 0.047250 for scaling parameter of 6.880000.
Found r_diff of 0.042918 for scaling parameter of 6.900000.
Found r_diff of 0.063687 for scaling parameter of 6.920000.
Found r_diff of 0.034324 for scaling parameter of 6.940000.
Found r_diff of 0.068527 for scaling parameter of 6.960000.
Found r_diff of 0.055852 for scaling parameter of 6.980000.
Found r_diff of 0.050739 for scaling parameter of 7.000000.
Found r_diff of 0.060601 for scaling parameter of 7.020000.
Found r_diff of 0.038111 for scaling parameter of 7.040000.
Found r_diff of 0.049955 for scaling parameter of 7.060000.
Found r_diff of 0.052514 for scaling parameter of 7.080000.
Found r_diff of 0.055591 for scaling parameter of 7.100000.
Found r_diff of 0.060990 for scaling parameter of 7.120000.
Found r_diff of 0.042857 for scaling parameter of 7.140000.
Found r_diff of 0.061506 for scaling parameter of 7.160000.
Found r_diff of 0.052167 for scaling parameter of 7.180000.
Found r_diff of 0.038387 for scaling parameter of 7.200000.
Found r_diff of 0.053927 for scaling parameter of 7.220000.
Found r_diff of 0.038998 for scaling parameter of 7.240000.
Found r_diff of 0.044846 for scaling parameter of 7.260000.
Found r_diff of 0.045791 for scaling parameter of 7.280000.
Found r_diff of 0.035040 for scaling parameter of 7.300000.
Found r_diff of 0.036092 for scaling parameter of 7.320000.
Found r_diff of 0.047935 for scaling parameter of 7.340000.
Found r_diff of 0.045665 for scaling parameter of 7.360000.
Found r_diff of 0.041266 for scaling parameter of 7.380000.
Found r_diff of 0.051152 for scaling parameter of 7.400000.
Found r_diff of 0.038796 for scaling parameter of 7.420000.
Found r_diff of 0.035797 for scaling parameter of 7.440000.
Found r_diff of 0.064804 for scaling parameter of 7.460000.
Found r_diff of 0.031751 for scaling parameter of 7.480000.
Found r_diff of 0.048675 for scaling parameter of 7.500000.
Found r_diff of 0.047507 for scaling parameter of 7.520000.
Found r_diff of 0.035747 for scaling parameter of 7.540000.
Found r_diff of 0.024956 for scaling parameter of 7.560000.
Found r_diff of 0.038286 for scaling parameter of 7.580000.
Found r_diff of 0.033717 for scaling parameter of 7.600000.
Found r_diff of 0.025507 for scaling parameter of 7.620000.
Found r_diff of 0.033441 for scaling parameter of 7.640000.
Found r_diff of 0.043250 for scaling parameter of 7.660000.
Found r_diff of 0.031813 for scaling parameter of 7.680000.
Found r_diff of 0.037507 for scaling parameter of 7.700000.
Found r_diff of 0.028158 for scaling parameter of 7.720000.
Found r_diff of 0.027977 for scaling parameter of 7.740000.
Found r_diff of 0.035257 for scaling parameter of 7.760000.
Found r_diff of 0.031660 for scaling parameter of 7.780000.
Found r_diff of 0.037342 for scaling parameter of 7.800000.
Found r_diff of 0.032384 for scaling parameter of 7.820000.
Found r_diff of 0.020341 for scaling parameter of 7.840000.
Found r_diff of 0.025749 for scaling parameter of 7.860000.
Found r_diff of 0.025667 for scaling parameter of 7.880000.
Found r_diff of 0.027130 for scaling parameter of 7.900000.
Found r_diff of 0.036493 for scaling parameter of 7.920000.
Found r_diff of 0.018130 for scaling parameter of 7.940000.
Found r_diff of 0.021012 for scaling parameter of 7.960000.
Found r_diff of 0.012206 for scaling parameter of 7.980000.
Found r_diff of 0.033050 for scaling parameter of 8.000000.
Found r_diff of 0.018262 for scaling parameter of 8.020000.
Found r_diff of 0.038007 for scaling parameter of 8.040000.
Found r_diff of 0.029357 for scaling parameter of 8.060000.
Found r_diff of 0.019559 for scaling parameter of 8.080000.
Found r_diff of 0.011832 for scaling parameter of 8.100000.
Found r_diff of 0.026152 for scaling parameter of 8.120000.
Found r_diff of 0.022399 for scaling parameter of 8.140000.
Found r_diff of 0.028494 for scaling parameter of 8.160000.
Found r_diff of 0.006832 for scaling parameter of 8.180000.
Found scaling parameter of 8.180000 to match average R of 0.594257 for group PR/1934
Performing exact randomization testsBeginning comparision: PR/1934 vs HA
Simulating dataPerforming 1000 simulated experiments
Average pairwise Pearson's R in group PR/1934 = 0.594257
Average pairwise Pearson's R in group HA = 0.618018
Searching for a scaling parameter for the Dirichlet that results in data with an average pairwise Pearson's R within 0.010000 of the actual data
Found r_diff of 0.454980 for scaling parameter of 1.000000.
Found r_diff of 0.428617 for scaling parameter of 1.020000.
Found r_diff of 0.444662 for scaling parameter of 1.040000.
Found r_diff of 0.435728 for scaling parameter of 1.060000.
Found r_diff of 0.424928 for scaling parameter of 1.080000.
Found r_diff of 0.439240 for scaling parameter of 1.100000.
Found r_diff of 0.440952 for scaling parameter of 1.120000.
Found r_diff of 0.429547 for scaling parameter of 1.140000.
Found r_diff of 0.437611 for scaling parameter of 1.160000.
Found r_diff of 0.431639 for scaling parameter of 1.180000.
Found r_diff of 0.433185 for scaling parameter of 1.200000.
Found r_diff of 0.442494 for scaling parameter of 1.220000.
Found r_diff of 0.414615 for scaling parameter of 1.240000.
Found r_diff of 0.426275 for scaling parameter of 1.260000.
Found r_diff of 0.438644 for scaling parameter of 1.280000.
Found r_diff of 0.430359 for scaling parameter of 1.300000.
Found r_diff of 0.427881 for scaling parameter of 1.320000.
Found r_diff of 0.419717 for scaling parameter of 1.340000.
Found r_diff of 0.424541 for scaling parameter of 1.360000.
Found r_diff of 0.439687 for scaling parameter of 1.380000.
Found r_diff of 0.410955 for scaling parameter of 1.400000.
Found r_diff of 0.409888 for scaling parameter of 1.420000.
Found r_diff of 0.417912 for scaling parameter of 1.440000.
Found r_diff of 0.406473 for scaling parameter of 1.460000.
Found r_diff of 0.389827 for scaling parameter of 1.480000.
Found r_diff of 0.438486 for scaling parameter of 1.500000.
Found r_diff of 0.412603 for scaling parameter of 1.520000.
Found r_diff of 0.419012 for scaling parameter of 1.540000.
Found r_diff of 0.404930 for scaling parameter of 1.560000.
Found r_diff of 0.406369 for scaling parameter of 1.580000.
Found r_diff of 0.388490 for scaling parameter of 1.600000.
Found r_diff of 0.402987 for scaling parameter of 1.620000.
Found r_diff of 0.405972 for scaling parameter of 1.640000.
Found r_diff of 0.399821 for scaling parameter of 1.660000.
Found r_diff of 0.399993 for scaling parameter of 1.680000.
Found r_diff of 0.414845 for scaling parameter of 1.700000.
Found r_diff of 0.403887 for scaling parameter of 1.720000.
Found r_diff of 0.398277 for scaling parameter of 1.740000.
Found r_diff of 0.393564 for scaling parameter of 1.760000.
Found r_diff of 0.383258 for scaling parameter of 1.780000.
Found r_diff of 0.390617 for scaling parameter of 1.800000.
Found r_diff of 0.371386 for scaling parameter of 1.820000.
Found r_diff of 0.387137 for scaling parameter of 1.840000.
Found r_diff of 0.395748 for scaling parameter of 1.860000.
Found r_diff of 0.392771 for scaling parameter of 1.880000.
Found r_diff of 0.406116 for scaling parameter of 1.900000.
Found r_diff of 0.408663 for scaling parameter of 1.920000.
Found r_diff of 0.392132 for scaling parameter of 1.940000.
Found r_diff of 0.384368 for scaling parameter of 1.960000.
Found r_diff of 0.376107 for scaling parameter of 1.980000.
Found r_diff of 0.384220 for scaling parameter of 2.000000.
Found r_diff of 0.374489 for scaling parameter of 2.020000.
Found r_diff of 0.383429 for scaling parameter of 2.040000.
Found r_diff of 0.376908 for scaling parameter of 2.060000.
Found r_diff of 0.373042 for scaling parameter of 2.080000.
Found r_diff of 0.373552 for scaling parameter of 2.100000.
Found r_diff of 0.381287 for scaling parameter of 2.120000.
Found r_diff of 0.369728 for scaling parameter of 2.140000.
Found r_diff of 0.375815 for scaling parameter of 2.160000.
Found r_diff of 0.381616 for scaling parameter of 2.180000.
Found r_diff of 0.366020 for scaling parameter of 2.200000.
Found r_diff of 0.382178 for scaling parameter of 2.220000.
Found r_diff of 0.372963 for scaling parameter of 2.240000.
Found r_diff of 0.371728 for scaling parameter of 2.260000.
Found r_diff of 0.383228 for scaling parameter of 2.280000.
Found r_diff of 0.368252 for scaling parameter of 2.300000.
Found r_diff of 0.375200 for scaling parameter of 2.320000.
Found r_diff of 0.384559 for scaling parameter of 2.340000.
Found r_diff of 0.349762 for scaling parameter of 2.360000.
Found r_diff of 0.381890 for scaling parameter of 2.380000.
Found r_diff of 0.363829 for scaling parameter of 2.400000.
Found r_diff of 0.360991 for scaling parameter of 2.420000.
Found r_diff of 0.356560 for scaling parameter of 2.440000.
Found r_diff of 0.360627 for scaling parameter of 2.460000.
Found r_diff of 0.343131 for scaling parameter of 2.480000.
Found r_diff of 0.337030 for scaling parameter of 2.500000.
Found r_diff of 0.337303 for scaling parameter of 2.520000.
Found r_diff of 0.355966 for scaling parameter of 2.540000.
Found r_diff of 0.364449 for scaling parameter of 2.560000.
Found r_diff of 0.333584 for scaling parameter of 2.580000.
Found r_diff of 0.334511 for scaling parameter of 2.600000.
Found r_diff of 0.346200 for scaling parameter of 2.620000.
Found r_diff of 0.339778 for scaling parameter of 2.640000.
Found r_diff of 0.369026 for scaling parameter of 2.660000.
Found r_diff of 0.343738 for scaling parameter of 2.680000.
Found r_diff of 0.334547 for scaling parameter of 2.700000.
Found r_diff of 0.348537 for scaling parameter of 2.720000.
Found r_diff of 0.344087 for scaling parameter of 2.740000.
Found r_diff of 0.344972 for scaling parameter of 2.760000.
Found r_diff of 0.347409 for scaling parameter of 2.780000.
Found r_diff of 0.349727 for scaling parameter of 2.800000.
Found r_diff of 0.329078 for scaling parameter of 2.820000.
Found r_diff of 0.338566 for scaling parameter of 2.840000.
Found r_diff of 0.328474 for scaling parameter of 2.860000.
Found r_diff of 0.333633 for scaling parameter of 2.880000.
Found r_diff of 0.322181 for scaling parameter of 2.900000.
Found r_diff of 0.347697 for scaling parameter of 2.920000.
Found r_diff of 0.320455 for scaling parameter of 2.940000.
Found r_diff of 0.320832 for scaling parameter of 2.960000.
Found r_diff of 0.347180 for scaling parameter of 2.980000.
Found r_diff of 0.326326 for scaling parameter of 3.000000.
Found r_diff of 0.326695 for scaling parameter of 3.020000.
Found r_diff of 0.331113 for scaling parameter of 3.040000.
Found r_diff of 0.318491 for scaling parameter of 3.060000.
Found r_diff of 0.335129 for scaling parameter of 3.080000.
Found r_diff of 0.336439 for scaling parameter of 3.100000.
Found r_diff of 0.327146 for scaling parameter of 3.120000.
Found r_diff of 0.339761 for scaling parameter of 3.140000.
Found r_diff of 0.328915 for scaling parameter of 3.160000.
Found r_diff of 0.341487 for scaling parameter of 3.180000.
Found r_diff of 0.327282 for scaling parameter of 3.200000.
Found r_diff of 0.333693 for scaling parameter of 3.220000.
Found r_diff of 0.308337 for scaling parameter of 3.240000.
Found r_diff of 0.329716 for scaling parameter of 3.260000.
Found r_diff of 0.316697 for scaling parameter of 3.280000.
Found r_diff of 0.323115 for scaling parameter of 3.300000.
Found r_diff of 0.301782 for scaling parameter of 3.320000.
Found r_diff of 0.316026 for scaling parameter of 3.340000.
Found r_diff of 0.302551 for scaling parameter of 3.360000.
Found r_diff of 0.317809 for scaling parameter of 3.380000.
Found r_diff of 0.329032 for scaling parameter of 3.400000.
Found r_diff of 0.331980 for scaling parameter of 3.420000.
Found r_diff of 0.319112 for scaling parameter of 3.440000.
Found r_diff of 0.311018 for scaling parameter of 3.460000.
Found r_diff of 0.302254 for scaling parameter of 3.480000.
Found r_diff of 0.301124 for scaling parameter of 3.500000.
Found r_diff of 0.304244 for scaling parameter of 3.520000.
Found r_diff of 0.312229 for scaling parameter of 3.540000.
Found r_diff of 0.316142 for scaling parameter of 3.560000.
Found r_diff of 0.286214 for scaling parameter of 3.580000.
Found r_diff of 0.288912 for scaling parameter of 3.600000.
Found r_diff of 0.315279 for scaling parameter of 3.620000.
Found r_diff of 0.315700 for scaling parameter of 3.640000.
Found r_diff of 0.276326 for scaling parameter of 3.660000.
Found r_diff of 0.278372 for scaling parameter of 3.680000.
Found r_diff of 0.298592 for scaling parameter of 3.700000.
Found r_diff of 0.292512 for scaling parameter of 3.720000.
Found r_diff of 0.295996 for scaling parameter of 3.740000.
Found r_diff of 0.286411 for scaling parameter of 3.760000.
Found r_diff of 0.290506 for scaling parameter of 3.780000.
Found r_diff of 0.290483 for scaling parameter of 3.800000.
Found r_diff of 0.292976 for scaling parameter of 3.820000.
Found r_diff of 0.304453 for scaling parameter of 3.840000.
Found r_diff of 0.285934 for scaling parameter of 3.860000.
Found r_diff of 0.291488 for scaling parameter of 3.880000.
Found r_diff of 0.296912 for scaling parameter of 3.900000.
Found r_diff of 0.279511 for scaling parameter of 3.920000.
Found r_diff of 0.282625 for scaling parameter of 3.940000.
Found r_diff of 0.296197 for scaling parameter of 3.960000.
Found r_diff of 0.282685 for scaling parameter of 3.980000.
Found r_diff of 0.276237 for scaling parameter of 4.000000.
Found r_diff of 0.280800 for scaling parameter of 4.020000.
Found r_diff of 0.297445 for scaling parameter of 4.040000.
Found r_diff of 0.274689 for scaling parameter of 4.060000.
Found r_diff of 0.276056 for scaling parameter of 4.080000.
Found r_diff of 0.270155 for scaling parameter of 4.100000.
Found r_diff of 0.294231 for scaling parameter of 4.120000.
Found r_diff of 0.267335 for scaling parameter of 4.140000.
Found r_diff of 0.277268 for scaling parameter of 4.160000.
Found r_diff of 0.273748 for scaling parameter of 4.180000.
Found r_diff of 0.286744 for scaling parameter of 4.200000.
Found r_diff of 0.268044 for scaling parameter of 4.220000.
Found r_diff of 0.282657 for scaling parameter of 4.240000.
Found r_diff of 0.279462 for scaling parameter of 4.260000.
Found r_diff of 0.265559 for scaling parameter of 4.280000.
Found r_diff of 0.289262 for scaling parameter of 4.300000.
Found r_diff of 0.260585 for scaling parameter of 4.320000.
Found r_diff of 0.294195 for scaling parameter of 4.340000.
Found r_diff of 0.264807 for scaling parameter of 4.360000.
Found r_diff of 0.265456 for scaling parameter of 4.380000.
Found r_diff of 0.258210 for scaling parameter of 4.400000.
Found r_diff of 0.281920 for scaling parameter of 4.420000.
Found r_diff of 0.273736 for scaling parameter of 4.440000.
Found r_diff of 0.282538 for scaling parameter of 4.460000.
Found r_diff of 0.277881 for scaling parameter of 4.480000.
Found r_diff of 0.280758 for scaling parameter of 4.500000.
Found r_diff of 0.246866 for scaling parameter of 4.520000.
Found r_diff of 0.254423 for scaling parameter of 4.540000.
Found r_diff of 0.269847 for scaling parameter of 4.560000.
Found r_diff of 0.250346 for scaling parameter of 4.580000.
Found r_diff of 0.252265 for scaling parameter of 4.600000.
Found r_diff of 0.263975 for scaling parameter of 4.620000.
Found r_diff of 0.255743 for scaling parameter of 4.640000.
Found r_diff of 0.262723 for scaling parameter of 4.660000.
Found r_diff of 0.255126 for scaling parameter of 4.680000.
Found r_diff of 0.267641 for scaling parameter of 4.700000.
Found r_diff of 0.247252 for scaling parameter of 4.720000.
Found r_diff of 0.271190 for scaling parameter of 4.740000.
Found r_diff of 0.255671 for scaling parameter of 4.760000.
Found r_diff of 0.257789 for scaling parameter of 4.780000.
Found r_diff of 0.243901 for scaling parameter of 4.800000.
Found r_diff of 0.249204 for scaling parameter of 4.820000.
Found r_diff of 0.256205 for scaling parameter of 4.840000.
Found r_diff of 0.246187 for scaling parameter of 4.860000.
Found r_diff of 0.253583 for scaling parameter of 4.880000.
Found r_diff of 0.260884 for scaling parameter of 4.900000.
Found r_diff of 0.252635 for scaling parameter of 4.920000.
Found r_diff of 0.252333 for scaling parameter of 4.940000.
Found r_diff of 0.246239 for scaling parameter of 4.960000.
Found r_diff of 0.237631 for scaling parameter of 4.980000.
Found r_diff of 0.253915 for scaling parameter of 5.000000.
